loss,val_loss,accuracy,val_accuracy,bias,variance
0.15581695539576393,0.10687883249781233,0.958502024291498,0.958502024291498,0.12,0.13439999999999996
0.07470470453282037,0.15987114055438878,0.9439946018893387,0.9439946018893387,0.0,0.10560000000000003
0.05247750758764244,0.09975191459376762,0.9652496626180836,0.9652496626180836,-0.04000000000000001,0.1056
0.06104697013093579,0.04619443691533772,0.9817813765182186,0.9817813765182186,0.04000000000000001,0.13439999999999996
0.04550937599983187,0.03665209507094102,0.9821187584345479,0.9821187584345479,0.0,0.13439999999999996
0.04329554363183918,0.044522806100468056,0.9831309041835358,0.9831309041835358,0.0,0.16000000000000006
0.03419823725332296,0.015805384074833166,0.9949392712550608,0.9949392712550608,-0.08000000000000002,0.18239999999999998
0.028731982065214504,0.030367918409149538,0.9848178137651822,0.9848178137651822,-0.04000000000000001,0.13439999999999996
0.03437957315022246,0.047285166712715584,0.9841430499325237,0.9841430499325237,0.04,0.0736
0.02675385335197432,0.03554412113017145,0.9875168690958165,0.9875168690958165,0.0,0.13439999999999996
0.025266866402835736,0.016386959189053703,0.9962887989203779,0.9962887989203779,0.0,0.13439999999999996
0.014505458712172244,0.006437767619648552,0.9983130904183536,0.9983130904183536,0.0,0.20160000000000003
0.009704334155708972,0.0057537318393092686,0.9979757085020243,0.9979757085020243,0.0,0.16000000000000003
0.00856834956681386,0.005251076380831209,0.9983130904183536,0.9983130904183536,0.0,0.1056
0.009582979776220576,0.0038868974155233677,0.9989878542510121,0.9989878542510121,-0.040000000000000036,0.18239999999999998
0.0076489552287497525,0.010690248183698016,0.9959514170040485,0.9959514170040485,0.0,0.16000000000000003
0.007038288575178388,0.004108579356165756,0.9989878542510121,0.9989878542510121,0.0,0.0736
0.0062523757184540195,0.0038363833340786476,0.9989878542510121,0.9989878542510121,0.0,0.16000000000000003
0.005411450362636618,0.0052307300089098055,0.9986504723346828,0.9986504723346828,0.0,0.0736
0.006051485257593149,0.004998906406089713,0.9989878542510121,0.9989878542510121,0.0,0.18239999999999998
